line_no,item_id,description,unit,quantity,is_lump_sum,section_name,b1,b2,b3,b4,b5,b6,b7,winner_unit_price,quantity_effective,risk_basis,market_benchmark_unit_price,deviation_vs_market,market_overpricing_exposure,market_underpricing_exposure,key,historical_benchmark_unit_price,hunit,historical_match_status,historical_match_confidence,deviation_vs_historical,historical_overpricing_exposure,historical_underpricing_exposure,ml_match_score,ml_benchmark_unit_price,ml_match_status,case_id,winning_total_bid,contract_id,district,letting_date,winner,market_risk_flag,historical_risk_flag,market_robust_z,historical_robust_z,evidence_class,combined_risk_flag,risk_confidence,recommended_action,ml_role,bidder_count,bidder_count_confidence,case_role,risk_direction
0185,0711 11123,"THERMOPLASTIC, STANDARD, WHITE, SOLID, FOR CROSSWALK AND ROUNDABOUT",LF,3231.0,False,Signing,5.0,3.0,4.25,4.44,,,,5.0,3231.0,unit_rate,4.25,17.647058823529413,2423.25,0.0,071111123,4.12,LF,matched,high,21.35922330097087,2843.2799999999997,0.0,0.2277582586537963,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,Moderate,0.018273024895902212,-0.11103209315008467,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0190,0711 11125,"THERMOPLASTIC, STANDARD, WHITE, SOLID, FOR STOP LINE AND CROSSWALK",LF,448.0,False,Signing,10.0,6.0,8.5,8.89,,,,10.0,448.0,unit_rate,8.5,17.647058823529413,672.0,0.0,071111125,7.85,LF,matched,high,27.388535031847137,963.2000000000002,0.0,0.24347992762494033,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,Moderate,0.018273024895902212,0.0,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0195,0711 11170,"THERMOPLASTIC, STANDARD, WHITE, ARROW",EA,6.0,False,Signing,178.57,95.0,152.0,158.7,,,,178.57,6.0,unit_rate,152.0,17.480263157894733,159.41999999999996,0.0,071111170,95.19,EA,matched,high,87.59323458346465,500.28,0.0,0.23564213998819555,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,Critical,0.014580058107256566,1.1086926845158405,historical_only,Critical,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,4,medium,main_validation,overpricing
0200,0711 11421,"THERMOPLASTIC, STANDARD, BLUE, SOLID,6""",LF,15.0,False,Signing,14.29,3.0,12.2,12.7,,,,14.29,15.0,unit_rate,12.2,17.13114754098361,31.349999999999998,0.0,071111421,12.07,LF,matched,high,18.39270919635459,33.29999999999998,0.0,0.2897967622152311,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,Watch,0.006850406537808044,-0.16566159069423053,low_evidence,Watch,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0205,0711 14125,"THERMOPLASTIC, PREFORMED, WHITE, SOLID, FOR CROSSWALK",LF,2977.0,False,Signing,25.71,19.0,22.0,22.85,,,,25.71,2977.0,unit_rate,22.0,16.863636363636367,11044.670000000002,0.0,071114125,17.67,LF,matched,high,45.500848896434626,23935.079999999998,0.0,0.24008945706651139,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,High,0.0009275314452465768,0.33354522206536724,historical_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,4,medium,main_validation,overpricing
0210,0711 16101,"THERMOPLASTIC, STANDARD-OTHER SURFACES, WHITE, SOLID,",GM,0.531,False,Signing,11807.14,6407.0,10075.0,10493.22,,,,11807.14,0.531,unit_rate,10075.0,17.192456575682378,919.7663399999998,0.0,071116101,5681.51,GM,matched,high,107.81693599060812,3252.7095299999996,0.0,0.2706685228244435,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,Critical,0.008207829274933439,1.4811199197802387,historical_only,Critical,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,4,medium,main_validation,overpricing
0215,0711 16131,"THERMOPLASTIC, STANDARD-OTHER SURFACES, WHITE, SKIP, SKIP OR LANE DROP",GM,0.317,False,Signing,2952.86,2625.0,2520.0,2624.26,,,,2952.86,0.317,unit_rate,2624.26,12.521625143850072,104.16619999999998,0.0,071116131,2205.42,GM,matched,high,33.891050230795045,236.93848000000003,0.0,0.12747455740659147,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,Moderate,-0.0952074800347134,0.1197463169107854,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0220,0711 17 1,"THERMOPLASTIC, REMOVE EXISTING THERMOPLASTIC PAVEMENT MARKINGS- SURFACE TO REMAIN Signing",SF,8437.0,False,Signing,2.7,2.0,2.3,2.4,,,,2.7,8437.0,unit_rate,2.3,17.391304347826104,3374.800000000003,0.0,0711171,3.29,SF,matched,high,-17.93313069908814,0.0,-4977.829999999999,0.14715893902343533,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,Watch,0.012610450984128926,-0.834615895772047,low_evidence,Watch,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0225,0630 2 11,"CONDUIT, FURNISH INSTALL, OPEN TRENCH",LF,59.0,False,Lighting,28.76,33.5,22.8,36.51,,,,28.76,59.0,unit_rate,33.5,-14.149253731343277,0.0,-279.6599999999999,0630211,17.24,LF,matched,high,66.82134570765663,679.6800000000002,0.0,0.2515723956208343,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,Critical,-0.6857184476626436,0.7261703662964883,historical_only,Critical,Medium,Commercial review (mixed market/historical signal),supporting_only,4,medium,main_validation,mixed
0230,0630 2 12,"CONDUIT, FURNISH INSTALL, DIRECTIONAL BORE",LF,302.0,False,Lighting,32.09,33.75,27.65,40.74,,,,32.09,302.0,unit_rate,33.75,-4.918518518518508,0.0,-501.31999999999897,0630212,41.76,LF,matched,high,-23.15613026819922,0.0,-2920.3399999999983,0.12130331561538567,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Normal,Moderate,-0.48134384088835336,-0.9307994405223715,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0235,0635 2 11,"PULL SPLICE BOX, F&I, x COVER SIZE",EA,15.0,False,Lighting,1277.13,2198.0,2090.0,1621.44,,,,1277.13,15.0,unit_rate,2090.0,-38.89330143540669,0.0,-12193.05,0635211,1631.45,EA,matched,high,-21.71810352753685,0.0,-5314.799999999999,0.19809902463597082,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",High,Moderate,-1.233568093755426,-0.9043176253254763,market_only,High,Medium,Review potential unbalanced underpricing,supporting_only,4,medium,main_validation,underpricing
0240,0715 1 12,"LIGHTING CONDUCTORS, F&I, INSULATED, NO.8",LF,2379.0,False,Lighting,1.96,2.7,2.7,2.49,,,,1.96,2379.0,unit_rate,2.7,-27.407407407407412,0.0,-1760.4600000000005,0715112,2.52,LF,matched,high,-22.222222222222225,0.0,-1332.2400000000002,0.38970992427988804,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Moderate,-0.9792627733989162,-0.9136011648678696,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0245,0715 1 70,"LIGHTING CONDUCTORS, REMOVE STOCKPILE, FDOT OR MAINT AGENCY OWNS",LF,994.0,False,Lighting,0.65,0.5,1.95,0.83,,,,0.65,994.0,unit_rate,0.83,-21.686746987951803,0.0,-178.91999999999993,0715170,5.0,LF,matched,high,-86.99999999999999,0.0,-4323.9,0.11434895792251035,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Critical,-0.8526035532220543,-2.1065088427782968,historical_only,Critical,Medium,Review potential unbalanced underpricing,supporting_only,4,medium,main_validation,underpricing
0250,0715 11213,"LUMINAIRE, F&I- REPLACE EXISTING LUMINAIRE ON EXISTING POLE/ARM, ROADWAY, POLE TOP",EA,7.0,False,Lighting,2284.64,3054.0,1675.0,2900.57,,,,2284.64,7.0,unit_rate,2900.57,-21.234791782304864,0.0,-4311.510000000002,071511213,1633.58,EA,matched,high,39.85479743875415,4557.42,0.0,0.3169888878400464,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,High,-0.8425969648730185,0.2295710141687984,historical_only,High,Medium,Commercial review (mixed market/historical signal),supporting_only,4,medium,main_validation,mixed
0255,0715 61400,"LIGHT POLE COMPLETE, F&I, STANDARD POLE STANDARD FOUNDATION, MOUNTING HEIGHT, ARM LENGTH",EA,1.0,False,Lighting,11454.44,12837.0,11000.0,14542.52,,,,11454.44,1.0,unit_rate,12837.0,-10.77011762872945,0.0,-1382.5599999999995,071561400,9633.5,EA,matched,high,18.902164322416574,1820.9400000000005,0.0,0.34153868615762895,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,Watch,-0.610902130621179,-0.15627977871674942,low_evidence,Watch,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0260,0715 62252,"LIGHT POLE COMPLETE, F&I, STANDARD POLE SPECIAL FOUNDATION, MOUNTING HEIGHT, ARM LENGTH",EA,10.0,False,Lighting,7618.56,14182.0,7840.0,9672.5,,,,7618.56,10.0,unit_rate,9672.5,-21.234841044197463,0.0,-20539.399999999994,071562252,,,no_match,none,,0.0,0.0,0.3404652634435295,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Not available,-0.8425980555640303,,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0265,0715 65266,"LIGHT POLE COMPLETE, F&I, UTILITY CONFLICT POLE STANDARD FOUNDATION, MOUNTING HEIGHT, ARM LENGTH",EA,1.0,False,Lighting,11628.23,13069.0,11700.0,14558.23,,,,11628.23,1.0,unit_rate,13069.0,-11.024332389624306,0.0,-1440.7700000000004,071565266,11253.73,EA,matched,high,3.3277855431043752,374.5,0.0,0.31660543173074,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,Normal,-0.6165306142247301,-0.44308795062196515,low_evidence,Watch,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0270,0715 66266,"LIGHT POLE COMPLETE, F&I, UTILITY CONFLICT POLE SPECIAL FOUNDATION, MOUNTING HEIGHT, ARM LENGTH",EA,1.0,False,Lighting,13292.35,15678.0,17750.0,16875.93,,,,13292.35,1.0,unit_rate,16875.93,-21.2348593529364,0.0,-3583.58,071566266,14460.42,EA,matched,high,-8.077704520338964,0.0,-1168.0699999999997,0.3128973288021346,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Normal,-0.8425984609316671,-0.6531244343322805,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0275,0715 69000,"LIGHT POLE COMPLETE, REMOVE POLE AND FOUNDATION",EA,1.0,False,Lighting,921.08,1681.0,1400.0,1169.4,,,,921.08,1.0,unit_rate,1400.0,-34.208571428571425,0.0,-478.91999999999996,071569000,1133.82,EA,matched,high,-18.76311936638972,0.0,-212.7399999999999,0.4558901446471994,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Watch,-1.129845060766629,-0.8499004561223459,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0280,0715 69001,"LIGHT POLE COMPLETE, REMOVE POLE, FOUNDATION REMAINS",EA,9.0,False,Lighting,409.37,525.0,620.0,519.73,,,,409.37,9.0,unit_rate,525.0,-22.024761904761903,0.0,-1040.67,071569001,613.58,EA,matched,high,-33.28172365461717,0.0,-1837.8900000000003,0.4069744535125637,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Moderate,-0.8600874279204563,-1.1172661349417765,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0285,0715500 1,"POLE CABLE DISTRIBUTION SYSTEM, FURNISH AND INSTALL, CONVENTIONAL Lighting",EA,20.0,False,Lighting,873.3,1334.0,870.0,1108.74,,,,873.3,20.0,unit_rate,1108.74,-21.234915309269986,0.0,-4708.800000000001,07155001,890.6,EA,matched,high,-1.942510666966098,0.0,-346.00000000000136,0.23681046902680922,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Normal,-0.8425996998420475,-0.5401424811960606,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0290,0611 2 2,ITSFM LOCATION DOCUMENTATION- ITS SITE,EA,7.0,False,Signalization,2421.43,1700.0,2065.0,3074.24,,,,2421.43,7.0,unit_rate,2065.0,17.260532687651324,2495.009999999999,0.0,061122,1780.45,EA,matched,high,36.00101098037012,4486.859999999999,0.0,0.1675497827657454,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,High,0.009715079596126238,0.15860205516862366,historical_only,High,Medium,Request rate breakdown / commercial review (overpricing),supporting_only,4,medium,main_validation,overpricing
0295,0630 2 11,"CONDUIT, FURNISH INSTALL, OPEN TRENCH",LF,1030.0,False,Signalization,21.54,20.75,23.0,27.35,,,,21.54,1030.0,unit_rate,23.0,-6.347826086956525,0.0,-1503.8000000000009,0630211,17.24,LF,matched,high,24.941995359628777,4429.000000000001,0.0,0.2515723956208343,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Normal,Moderate,-0.5129896595066998,-0.04505396849693943,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0300,0630 2 12,"CONDUIT, FURNISH INSTALL, DIRECTIONAL BORE",LF,1847.0,False,Signalization,45.2,52.0,41.0,57.39,,,,45.2,1847.0,unit_rate,52.0,-13.076923076923071,0.0,-12559.599999999995,0630212,41.76,LF,matched,high,8.237547892720318,6353.6800000000085,0.0,0.12130331561538567,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Watch,Normal,-0.66197633495155,-0.3526727896748784,low_evidence,Watch,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0305,0630 2 14,"CONDUIT, FURNISH INSTALL, ABOVEGROUND",LF,56.0,False,Signalization,74.28,55.0,46.0,94.31,,,,74.28,56.0,unit_rate,55.0,35.054545454545455,1079.68,0.0,0630214,43.75,LF,matched,high,69.78285714285715,1709.68,0.0,0.06458831349836419,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",High,Critical,0.40368633739129034,0.7807077377603513,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,4,medium,main_validation,overpricing
0310,0632 7 1,"SIGNAL CABLE- NEW OR RECONSTRUCTED INTERSECTION, FURNISH INSTALL",PI,7.0,False,Signalization,9543.8,14060.0,10500.0,12116.78,,,,9543.8,7.0,unit_rate,12116.78,-21.234849522728,0.0,-18010.860000000008,063271,12700.32,PI,matched,high,-24.853861949935123,0.0,-22095.640000000003,0.24166186365687323,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Moderate,-0.842598243284326,-0.9620638220379304,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0315,0632 7 2,"SIGNAL CABLE- REPAIR/REPLACE/OTHER, FURNISH INSTALL",LF,1280.0,False,Signalization,4.91,37.75,7.15,6.23,,,,4.91,1280.0,unit_rate,7.15,-31.32867132867133,0.0,-2867.2000000000003,063272,14.49,LF,matched,high,-66.11456176673568,0.0,-12262.4,0.2723971287308319,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Critical,-1.0660821603154738,-1.7218954694937945,historical_only,Critical,Medium,Review potential unbalanced underpricing,supporting_only,4,medium,main_validation,underpricing
0320,0635 2 14,"PULL SPLICE BOX, F&I, X COVER SIZE",EA,110.0,False,Signalization,1636.74,2927.0,1865.0,2078.0,,,,1636.74,110.0,unit_rate,2078.0,-21.234841193455246,0.0,-48538.6,0635214,1936.55,EA,matched,high,-15.48165552141695,0.0,-32979.09999999999,0.19809902463597082,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Watch,-0.8425980588686967,-0.7894710380450193,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0325,0639 1122,"ELECTRICAL POWER SERVICE, F&I, UNDERGROUND, METER PURCHASED BY CONTRACTOR",AS,7.0,False,Signalization,4917.37,7173.0,5910.0,6243.08,,,,4917.37,7.0,unit_rate,6243.08,-21.23487124944739,0.0,-9279.970000000001,06391122,5417.87,AS,matched,high,-9.237947754375798,0.0,-3503.5,0.23255218402679503,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Normal,-0.8425987243283198,-0.6744907594765952,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0330,0639 2 1,"ELECTRICAL SERVICE WIRE, FURNISH INSTALL",LF,1297.0,False,Signalization,17.84,12.0,7.6,22.65,,,,17.84,1297.0,unit_rate,12.0,48.666666666666664,7574.48,0.0,063921,10.33,LF,matched,high,72.70087124878994,9740.47,0.0,0.2890526265141546,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",High,Critical,0.7050677394085532,0.8344440891856744,confirmed_by_both,Critical,High,Request rate breakdown / commercial review (overpricing),supporting_only,4,medium,main_validation,overpricing
0335,0639 3 11,"ELECTRICAL SERVICE DISCONNECT, F&I, POLE MOUNT",EA,7.0,False,Signalization,2385.84,1914.0,2390.0,3029.06,,,,2385.84,7.0,unit_rate,2390.0,-0.17405857740585165,0.0,-29.11999999999898,0639311,2825.07,EA,matched,high,-15.547579352016056,0.0,-3074.61,0.26957827704100945,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Normal,Watch,-0.37629834749427504,-0.7906850507261692,low_evidence,Watch,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0340,0639 8130,"ELECTRICAL POWER SERVICE- CONTRIBUTION IN AID OF CONSTRUCTION (CIAC), FPL (DO NOT BID)",LS,1.0,True,Signalization,30130.0,30130.0,30130.0,30130.0,,,,30130.0,1.0,lump_sum,30130.0,0.0,0.0,0.0,06398130,67775.51,LS,matched,high,-55.54441419917017,0.0,-37645.509999999995,0.18832768449102028,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Normal,High,-0.3724445750164783,-1.5272421389449846,historical_only,High,Low,Review lump-sum pricing separately,supporting_only,4,medium,main_validation,mixed
0345,0641 2 12,"PRESTRESSED CONCRETE POLE, F&I, TYPE P-II SERVICE POLE",EA,7.0,False,Signalization,2837.99,2702.0,2521.0,3603.1,,,,2837.99,7.0,unit_rate,2702.0,5.032938564026638,951.9299999999985,0.0,0641212,2714.59,EA,matched,high,4.5458061806755214,863.7999999999975,0.0,0.4037114535753087,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Normal,Normal,-0.2610119733627111,-0.42065763238232917,low_evidence,Normal,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0350,0646 1 11,"ALUMINUM SIGNALS POLE, PEDESTAL",EA,28.0,False,Signalization,3907.47,3761.0,4915.0,4960.91,,,,3907.47,28.0,unit_rate,4915.0,-20.499084435401834,0.0,-28210.840000000004,0646111,3016.19,EA,matched,high,29.549862574970398,24955.839999999993,0.0,0.2799424275075104,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Moderate,-0.8263079157065598,0.039801677506070596,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0355,0646 1 12,"ALUMINUM SIGNALS POLE, FURNISH INSTALL PEDESTRIAN DETECTOR POST",EA,1.0,False,Signalization,2071.76,1483.0,2010.0,2630.3,,,,2071.76,1.0,unit_rate,2010.0,3.0726368159204087,61.76000000000022,0.0,0646112,2272.15,EA,matched,high,-8.819400127632413,0.0,-200.38999999999987,0.23052430681947103,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Normal,Normal,-0.3044143556964107,-0.666783044043284,low_evidence,Normal,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0360,0649 21 21,"STEEL MAST ARM ASSEMBLY, FURNISH AND INSTALL, SINGLE ARM",EA,7.0,False,Signalization,118331.51,151500.0,113820.0,150233.35,,,,118331.51,7.0,unit_rate,150233.35,-21.234858971060692,0.0,-223312.88000000006,06492121,114308.63,EA,matched,high,3.5193143334846986,28160.15999999993,0.0,0.2472663388957396,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Normal,-0.8425984524766854,-0.43956087432476065,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0365,0653 1 11,"PEDESTRIAN SIGNAL, FURNISH INSTALL LED COUNTDOWN, WAY",AS,28.0,False,Signalization,683.37,1328.0,870.0,867.6,,,,683.37,28.0,unit_rate,870.0,-21.451724137931034,0.0,-5225.639999999999,0653111,1155.55,AS,matched,high,-40.86192722080394,0.0,-13221.039999999999,0.2433683895394772,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,High,-0.847399991268589,-1.2568584973912684,historical_only,High,Medium,Review potential unbalanced underpricing,supporting_only,4,medium,main_validation,underpricing
0370,0654 3 10,"MIDBLOCK CROSSWALK: PEDESTRIAN HYBRID BEACON ASSEMBLY, FURNISH INSTALL COMPLETE ASSEMBLY",AS,42.0,False,Signalization,2026.58,2637.0,1785.0,2572.94,,,,2026.58,42.0,unit_rate,2572.94,-21.234851959237297,0.0,-22947.120000000006,0654310,2197.42,AS,matched,high,-7.774571998070471,0.0,-7175.280000000006,0.31691647285395236,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Normal,-0.8425982972302597,-0.6475421324126477,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0375,0665 1 11,"PEDESTRIAN DETECTOR, FURNISH INSTALL, STANDARD",EA,28.0,False,Signalization,521.83,390.0,255.0,662.51,,,,521.83,28.0,unit_rate,390.0,33.80256410256411,3691.240000000001,0.0,0665111,468.88,EA,matched,high,11.292868111243823,1482.6000000000013,0.0,0.3044301970131842,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Watch,0.37596663894902194,-0.29640789340667106,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0380,0670 5110,"TRAFFIC CONTROLLER ASSEMBLY, F&I, NEMA",AS,7.0,False,Signalization,52770.38,71768.0,50430.0,66997.12,,,,52770.38,7.0,unit_rate,66997.12,-21.234853080251806,0.0,-99587.18,06705110,52332.81,AS,matched,high,0.8361293804020838,3062.989999999998,0.0,0.2692955285645065,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Normal,-0.8425983220502653,-0.4889727566336351,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0385,0671 2 40,"TRAFFIC CONTROLLER, MODIFY",EA,4.0,False,Signalization,753.86,2800.0,1885.0,957.1,,,,753.86,4.0,unit_rate,1885.0,-60.00742705570291,0.0,-4524.5599999999995,0671240,3525.31,EA,matched,high,-78.61578130717581,0.0,-11085.8,0.17751866277814662,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Critical,Critical,-1.7010488546633624,-1.9521102327138873,confirmed_by_both,Critical,High,Review potential unbalanced underpricing,supporting_only,4,medium,main_validation,underpricing
0390,0684 1 1,"MANAGED FIELD ETHERNET SWITCH, FURNISH INSTALL",EA,7.0,False,Signalization,5739.34,6500.0,7800.0,7286.65,,,,5739.34,7.0,unit_rate,7286.65,-21.23486101294833,0.0,-10831.169999999996,068411,6234.25,EA,matched,high,-7.938565184264344,0.0,-3464.369999999999,0.25667988812697284,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Normal,-0.8425984976854336,-0.6505621299742617,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0395,0685 1 11,"UNINTERRUPTIBLE POWER SUPPLY, FURNISH AND INSTALL, LINE INTERACTIVE",EA,7.0,False,Signalization,10630.95,16049.0,10450.0,13497.02,,,,10630.95,7.0,unit_rate,13497.02,-21.23483554147508,0.0,-20062.489999999998,0685111,5798.25,EA,matched,high,83.34756176432545,33828.90000000001,0.0,0.28716621384237606,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Critical,-0.8425979337301028,1.030506987543935,historical_only,Critical,Medium,Commercial review (mixed market/historical signal),supporting_only,4,medium,main_validation,mixed
0400,0700 3201,"SIGN PANEL, FURNISH INSTALL OVERHEAD MOUNT, UP TO SF",EA,44.0,False,Signalization,829.64,1231.0,700.0,1053.31,,,,829.64,44.0,unit_rate,1053.31,-21.23496406565968,0.0,-9841.479999999998,07003201,1016.47,EA,matched,high,-18.38027684043799,0.0,-8220.520000000002,0.2208376605550346,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,Watch,-0.8426007793408894,-0.8428502638449086,low_evidence,Moderate,Low,Manual review required,supporting_only,4,medium,main_validation,n/a
0405,0700 3601,"SIGN PANEL, REMOVE, UP TO SF",EA,2.0,False,Signalization,100.85,88.0,292.0,128.04,,,,100.85,2.0,unit_rate,128.04,-21.235551390190565,0.0,-54.379999999999995,07003601,73.9,EA,matched,high,36.468200270635975,53.89999999999998,0.0,0.31202129244729354,,no_match,T1900,4662926.98,T1900,District 1,2025-05-28,"TRAFFIC MANAGEMENT SOLUTIONS, LLC",Moderate,High,-0.8426137830959838,0.16720552553322227,historical_only,High,Medium,Commercial review (mixed market/historical signal),supporting_only,4,medium,main_validation,mixed
